party,seats,sq_cabinet,sq_pm,election_year,banzhaf,shapley,splus,country,cabinet_name,caretaker,cabinet_party,prime_minister,left_rightx,left_righty,cabinet_seats,total_cabinet_size,party_name_english,country_id,election_id,seats_share,enpp,mingov,bicameral,miw_proportion,cabinet_proportion,seats_proportion,country_dummy1,country_dummy2,country_dummy3,country_dummy4,country_dummy5,country_dummy6,country_dummy7,country_dummy8,country_dummy9,country_dummy10,country_dummy11,country_dummy12,country_dummy13
PDCI,9,0,0,2001,.010237069,.0083694076,.010364231,ITA,Berlusconi II,0,0,0,.86,,0,21,Party of the Italian Communists,26,498,1.4778326,5.3029213,0,1,.01510574,0,.014778325,0,0,0,0,0,0,0,1,0,0,0,0,0
FI,178,0,0,2001,.34105605,.35353535,.35235035,ITA,Berlusconi II,0,1,1,6.9677778,,12,21,Go Italy,26,498,29.228243,5.3029213,0,1,.28700906,.5714286,.29228243,0,0,0,0,0,0,0,1,0,0,0,0,0
UV,1,0,0,2001,.00053879299,.00036075001,.001217162,ITA,Berlusconi II,0,0,0,,,0,21,Valdotanian Union,26,498,.16420361,5.3029213,0,1,.003021148,0,.0016420361,0,0,0,0,0,0,0,1,0,0,0,0,0
PEV,2,0,0,1995,0,0,.022274438,PRT,Guterres I,0,0,0,2.1710526,,0,21,Ecology Party -- Greens,63,216,.86956519,2.5572851,1,0,0,0,.0086956518,0,0,0,0,0,0,0,0,0,0,0,1,0
PCP,13,0,0,1995,.16666667,.16666667,.12469753,PRT,Guterres I,0,0,0,2.9222222,,0,21,Portuguese Communist Party,63,216,5.652174,2.5572851,1,0,.2,0,.05652174,0,0,0,0,0,0,0,0,0,0,0,1,0
PS,112,0,0,1995,.5,.5,.603333,PRT,Guterres I,0,1,1,4.0527778,,21,21,Socialist Party,63,216,48.695652,2.5572851,1,0,.40000001,1,.48695651,0,0,0,0,0,0,0,0,0,0,0,1,0
PSD,88,1,1,1995,.16666667,.16666667,.12485585,PRT,Guterres I,0,0,0,6.1769444,,0,21,Social Democratic Party,63,216,38.260868,2.5572851,1,0,.2,0,.38260868,0,0,0,0,0,0,0,0,0,0,0,1,0
CDS-PP,15,0,0,1995,.16666667,.16666667,.12483919,PRT,Guterres I,0,0,0,7.935,,0,21,People's Party,63,216,6.521739,2.5572851,1,0,.2,0,.065217391,0,0,0,0,0,0,0,0,0,0,0,1,0
UV,1,0,0,1996,.000501253,.00043290001,.001251235,ITA,Prodi I,0,0,0,,,0,25,Valdotanian Union,26,551,.15873016,6.0889177,1,1,.0040983604,0,.0015873016,0,0,0,0,0,0,0,1,0,0,0,0,0
LAM,1,0,0,1996,.000501253,.00043290001,.001217826,ITA,Prodi I,0,0,0,,,0,25,Southern Action League,26,551,.15873016,6.0889177,1,1,.0040983604,0,.0015873016,0,0,0,0,0,0,0,1,0,0,0,0,0
LN,59,0,0,1996,.084711783,.084559888,.085125744,ITA,Prodi I,0,0,0,7.6605556,,0,25,North League,26,551,9.3650789,6.0889177,1,1,.090163931,0,.093650796,0,0,0,0,0,0,0,1,0,0,0,0,0
PPP,75,1,0,1996,.10877193,.10598846,.10563746,ITA,Prodi I,0,1,1,,,3,25,Popular Party for Prodi,26,551,11.904762,6.0889177,1,1,.11885246,.16666667,.11904762,0,0,0,0,0,0,0,1,0,0,0,0,0
FI,123,0,0,1996,.18897243,.19646464,.19588752,ITA,Prodi I,0,0,0,6.9677778,,0,25,Go Italy,26,551,19.523809,6.0889177,1,1,.19262294,0,.1952381,0,0,0,0,0,0,0,1,0,0,0,0,0
DS,171,1,1,1996,.30827066,.31194085,.31248969,ITA,Prodi I,0,1,0,2.6291667,,11,25,Left-Wing Democrats,26,551,27.142857,6.0889177,1,1,.26639345,.6111111,.27142859,0,0,0,0,0,0,0,1,0,0,0,0,0
CCD/CDU,30,0,0,1996,.044611529,.044083696,.045407575,ITA,Prodi I,0,0,0,5.9066667,,0,25,Christian Democratic Center / United Christian Democrats,26,551,4.7619047,6.0889177,1,1,.045081966,0,.047619049,0,0,0,0,0,0,0,1,0,0,0,0,0
AN,93,0,0,1996,.14786968,.14527418,.14288972,ITA,Prodi I,0,0,0,7.9855557,,0,25,National Alliance,26,551,14.761905,6.0889177,1,1,.14754099,0,.14761905,0,0,0,0,0,0,0,1,0,0,0,0,0
DINI,26,1,0,1996,.044611529,.044083696,.039972916,ITA,Prodi I,0,1,0,,,3,25,Dini-List-Italian Renewal,26,551,4.1269841,6.0889177,1,1,.045081966,.16666667,.041269843,0,0,0,0,0,0,0,1,0,0,0,0,0
FDV,16,1,0,1996,.019548872,.016702741,.018602356,ITA,Prodi I,0,1,0,2.6337037,,1,25,Federation of the Greens,26,551,2.5396826,6.0889177,1,1,.028688524,.055555556,.025396826,0,0,0,0,0,0,0,1,0,0,0,0,0
PRC,35,0,0,1996,.051629074,.050036076,.051517952,ITA,Prodi I,0,0,0,.95500001,,0,25,Communist Refoundation Party,26,551,5.5555553,6.0889177,1,1,.057377048,0,.055555556,0,0,0,0,0,0,0,1,0,0,0,0,0
RKP-SFP,9,1,0,2007,.019230768,.023809524,.031945735,FIN,Vanhanen II,0,1,0,6.3257778,6.1,2,20,Swedish Peoples Party,67,314,4.5,5.1308365,0,0,.052631579,.1,.045226131,0,0,0,0,1,0,0,0,0,0,0,0,0
KESK,51,1,1,2007,.30769232,.30952382,.30089432,FIN,Vanhanen II,0,1,1,5.8053333,5.2,8,20,Centre Party,67,314,25.5,5.1308365,0,0,.2631579,.40000001,.25628141,0,0,0,0,1,0,0,0,0,0,0,0,0
SP-P,5,0,0,2007,.019230768,.023809524,.019843612,FIN,Vanhanen II,0,0,0,6.3916667,5.8,0,20,Finnish Party -- True Finns,67,314,2.5,5.1308365,0,0,.052631579,0,.025125628,0,0,0,0,1,0,0,0,0,0,0,0,0
SSDP,45,0,0,2007,.28846154,.26190478,.25877115,FIN,Vanhanen II,0,0,0,3.4931111,3,0,20,Social Democratic Party of Finland,67,314,22.5,5.1308365,0,0,.21052632,0,.22613065,0,0,0,0,1,0,0,0,0,0,0,0,0
KD,7,0,0,2007,.019230768,.023809524,.027567362,FIN,Vanhanen II,0,0,0,7.2257778,6.8,0,20,Finnish Christian Union,67,314,3.5,5.1308365,0,0,.052631579,0,.035175879,0,0,0,0,1,0,0,0,0,0,0,0,0
VIHR,15,1,0,2007,.019230768,.023809524,.033666275,FIN,Vanhanen II,0,1,0,3.7008333,,2,20,Green League,67,314,7.5,5.1308365,0,0,.052631579,.1,.075376883,0,0,0,0,1,0,0,0,0,0,0,0,0
KOK,50,1,0,2007,.30769232,.30952382,.29363957,FIN,Vanhanen II,0,1,0,7.1597778,7.2,8,20,National Coalition Party,67,314,25,5.1308365,0,0,.2631579,.40000001,.25125629,0,0,0,0,1,0,0,0,0,0,0,0,0
VAS,17,0,0,2007,.019230768,.023809524,.03367199,FIN,Vanhanen II,0,0,0,2.3719444,,0,20,Left Alliance,67,314,8.5,5.1308365,0,0,.052631579,0,.085427135,0,0,0,0,1,0,0,0,0,0,0,0,0
SK,6,0,0,1987,.1,.1,.090608798,ISL,Palsson,0,0,0,2.2222222,,0,11,Womens Alliance,56,673,9.5238094,5.3418574,0,0,.095238097,0,.095238097,0,0,0,0,0,0,1,0,0,0,0,0,0
SJF,1,0,0,1987,.033333331,.033333331,.016302895,ISL,Palsson,0,0,0,,,0,11,Association for Equality and Justice,56,673,1.5873016,5.3418574,0,0,.047619049,0,.015873017,0,0,0,0,0,0,1,0,0,0,0,0,0
SJ,18,0,0,1987,.33333334,.33333334,.33167803,ISL,Palsson,0,1,1,6.9444444,,4,11,Independence Party,56,673,28.571428,5.3418574,0,0,.2857143,.36363637,.2857143,0,0,0,0,0,0,1,0,0,0,0,0,0
A,10,1,0,1987,.13333334,.13333334,.14689317,ISL,Palsson,0,1,0,4.4444444,,3,11,Social Democratic Party,56,673,15.873015,5.3418574,0,0,.14285715,.27272728,.15873016,0,0,0,0,0,0,1,0,0,0,0,0,0
AB,8,1,0,1987,.13333334,.13333334,.11806605,ISL,Palsson,0,0,0,2.2222222,,0,11,People's Alliance,56,673,12.698413,5.3418574,0,0,.14285715,0,.12698413,0,0,0,0,0,0,1,0,0,0,0,0,0
BF,7,1,0,1987,.1,.1,.10328086,ISL,Palsson,0,0,0,,,0,11,Citizens' Party,56,673,11.111111,5.3418574,0,0,.095238097,0,.11111111,0,0,0,0,0,0,1,0,0,0,0,0,0
F,13,1,1,1987,.16666667,.16666667,.1931702,ISL,Palsson,0,1,0,3.8888889,,4,11,Progressive Party,56,673,20.63492,5.3418574,0,0,.19047619,.36363637,.20634921,0,0,0,0,0,0,1,0,0,0,0,0,0
FDP,46,1,0,1987,.16666667,.16666667,.16671667,DEU,Kohl III,0,1,0,5.8064444,5.1,5,24,Free Democratic Party,54,588,9.2555332,3.4715192,0,1,.2,.2173913,.092555329,0,0,1,0,0,0,0,0,0,0,0,0,0
SPD,186,0,0,1987,.16666667,.16666667,.16671667,DEU,Kohl III,0,0,0,3.5988889,3.3,0,24,Social Democratic Party of Germany,54,588,37.424549,3.4715192,0,1,.2,0,.37424546,0,0,1,0,0,0,0,0,0,0,0,0,0
CDU/CSU,223,1,1,1987,.5,.5,.49994999,DEU,Kohl III,0,1,1,6.1757778,6.7,18,24,Christian Democratic Union,54,588,35.010059,3.4715192,0,1,.40000001,.78260869,.44869214,0,0,1,0,0,0,0,0,0,0,0,0,0
GRUE,42,0,0,1987,.16666667,.16666667,.16661668,DEU,Kohl III,0,0,0,2.8744444,2.8,0,24,Greens,54,588,8.4507046,3.4715192,0,1,.2,0,.084507041,0,0,1,0,0,0,0,0,0,0,0,0,0
OVP,52,1,0,1994,.33333334,.33333334,.31424025,AUT,Vranitzky IV,0,1,0,6.3666666,5.8,9,17,Austrian People's Party,59,66,28.4153,3.7280419,0,1,.33333334,.5625,.28415301,1,0,0,0,0,0,0,0,0,0,0,0,0
LIF,11,0,0,1994,0,0,.012728727,AUT,Vranitzky IV,0,0,0,4.8805555,,0,17,Liberal Forum,59,66,6.0109291,3.7280419,0,1,0,0,.060109291,1,0,0,0,0,0,0,0,0,0,0,0,0
SPO,65,1,1,1994,.33333334,.33333334,.34606206,AUT,Vranitzky IV,0,1,1,3.6593333,3,7,17,Social Democratic Party of Austria,59,66,35.519127,3.7280419,0,1,.33333334,.4375,.35519126,1,0,0,0,0,0,0,0,0,0,0,0,0
GRUENE,13,0,0,1994,0,0,.012728727,AUT,Vranitzky IV,0,0,0,2.4916667,,0,17,The Greens -- The Green Alternative,59,66,7.1038251,3.7280419,0,1,0,0,.071038254,1,0,0,0,0,0,0,0,0,0,0,0,0
FPO,42,0,0,1994,.33333334,.33333334,.31424025,AUT,Vranitzky IV,0,0,0,8.2955556,6.8,0,17,Freedom Party of Austria,59,66,22.950819,3.7280419,0,1,.33333334,0,.22950819,1,0,0,0,0,0,0,0,0,0,0,0,0
SV,23,0,0,2001,.15254237,.15238096,.14173976,NOR,Bondevik II,0,0,0,1.4611111,1.2,0,19,Socialist Left Party,9,328,13.939394,5.3518772,1,0,.14285715,0,.13939394,0,0,0,0,0,0,0,0,0,0,1,0,0
KRF,22,0,0,2001,.15254237,.15238096,.140183,NOR,Bondevik II,0,1,1,6.1333333,6.1,6,19,Christian Democratic Party,9,328,13.333333,5.3518772,1,0,.14285715,.31578946,.13333334,0,0,0,0,0,0,0,0,0,0,1,0,0
SP,10,0,0,2001,.016949153,.01904762,.026911477,NOR,Bondevik II,0,0,0,5.3055556,5.8,0,19,Centre Party,9,328,6.060606,5.3518772,1,0,.047619049,0,.060606062,0,0,0,0,0,0,0,0,0,0,1,0,0
FR,26,0,0,2001,.15254237,.15238096,.15604761,NOR,Bondevik II,0,0,0,9.244444400000001,9.4,0,19,Progress Party,9,328,15.757576,5.3518772,1,0,.14285715,0,.15757576,0,0,0,0,0,0,0,0,0,0,1,0,0
H,38,0,0,2001,.25423729,.25238094,.24968015,NOR,Bondevik II,0,1,0,7.7388889,7.7,10,19,Conservative Party,9,328,23.030304,5.3518772,1,0,.23809524,.52631581,.23030303,0,0,0,0,0,0,0,0,0,0,1,0,0
KP,1,0,0,2001,0,0,.005261498,NOR,Bondevik II,0,0,0,,,0,19,Coastal Party,9,328,.60606062,5.3518772,1,0,0,0,.0060606059,0,0,0,0,0,0,0,0,0,0,1,0,0
V,2,0,0,2001,.016949153,.01904762,.01016815,NOR,Bondevik II,0,1,0,4.7,4,3,19,Liberal Party of Norway,9,328,1.2121212,5.3518772,1,0,.047619049,.15789473,.012121212,0,0,0,0,0,0,0,0,0,0,1,0,0
DNA,43,1,1,2001,.25423729,.25238094,.27000836,NOR,Bondevik II,0,0,0,3.2388889,3,0,19,Norwegian Labour Party,9,328,26.060606,5.3518772,1,0,.23809524,0,.26060605,0,0,0,0,0,0,0,0,0,0,1,0,0
V,52,1,1,2005,.27586207,.29523811,.32090864,DNK,Rasmussen F II,0,1,1,7.2685714,6.7,13,19,Liberal Party of Denmark,21,563,29.05028,5.1061354,1,0,.2631579,.68421054,.29714286,0,0,0,1,0,0,0,0,0,0,0,0,0
RV,17,0,0,2005,.10344828,.095238097,.092224821,DNK,Rasmussen F II,0,0,0,4.9697778,4.8,0,19,Danish Social-Liberal Party,21,563,9.4972067,5.1061354,1,0,.10526316,0,.09714286,0,0,0,1,0,0,0,0,0,0,0,0,0
SF,11,0,0,2005,.034482758,.028571429,.041654881,DNK,Rasmussen F II,0,0,0,2.1851429,1.9,0,19,Socialist Peoples Party,21,563,6.1452513,5.1061354,1,0,.052631579,0,.062857144,0,0,0,1,0,0,0,0,0,0,0,0,0
KF,18,1,0,2005,.10344828,.095238097,.097669281,DNK,Rasmussen F II,0,1,0,7.1683492,7.3,6,19,Conservatives,21,563,10.055866,5.1061354,1,0,.10526316,.31578946,.10285714,0,0,0,1,0,0,0,0,0,0,0,0,0
ENH,6,0,0,2005,.034482758,.028571429,.027164664,DNK,Rasmussen F II,0,0,0,1,,0,19,Red-Green Alliance,21,563,3.3519554,5.1061354,1,0,.052631579,0,.034285713,0,0,0,1,0,0,0,0,0,0,0,0,0
SD,47,0,0,2005,.27586207,.29523811,.27029535,DNK,Rasmussen F II,0,0,0,3.8689841,3.8,0,19,Social Democrats,21,563,26.256983,5.1061354,1,0,.2631579,0,.26857144,0,0,0,1,0,0,0,0,0,0,0,0,0
DF,24,0,0,2005,.1724138,.16190477,.15008238,DNK,Rasmussen F II,0,0,0,8.4590475,,0,19,Danish Peoples Party,21,563,13.407822,5.1061354,1,0,.15789473,0,.13714285,0,0,0,1,0,0,0,0,0,0,0,0,0
OVP,52,1,0,1995,.33333334,.33333334,.30255806,AUT,Vranitzky V,0,1,0,6.3666666,5.8,8,15,Austrian People's Party,59,162,28.4153,3.4858956,0,1,.33333334,.5714286,.28415301,1,0,0,0,0,0,0,0,0,0,0,0,0
FPO,41,0,0,1995,.33333334,.33333334,.30255806,AUT,Vranitzky V,0,0,0,8.2955556,6.8,0,15,Freedom Party of Austria,59,162,22.404371,3.4858956,0,1,.33333334,0,.22404371,1,0,0,0,0,0,0,0,0,0,0,0,0
LIF,10,0,0,1995,0,0,.020511283,AUT,Vranitzky V,0,0,0,4.8805555,,0,15,Liberal Forum,59,162,5.4644809,3.4858956,0,1,0,0,.054644808,1,0,0,0,0,0,0,0,0,0,0,0,0
GRUENE,9,0,0,1995,0,0,.020519614,AUT,Vranitzky V,0,0,0,2.4916667,,0,15,The Greens -- The Green Alternative,59,162,4.9180326,3.4858956,0,1,0,0,.049180329,1,0,0,0,0,0,0,0,0,0,0,0,0
SPO,71,1,1,1995,.33333334,.33333334,.35385296,AUT,Vranitzky V,0,1,1,3.6593333,3,6,15,Social Democratic Party of Austria,59,162,38.797813,3.4858956,0,1,.33333334,.42857143,.38797814,1,0,0,0,0,0,0,0,0,0,0,0,0
VAS,20,1,0,1999,.040909089,.04404762,.041092318,FIN,Lipponen II,0,1,0,2.3719444,,1,16,Left Alliance,67,15,10,5.1506567,0,0,.06818182,.06666667,.1010101,0,0,0,0,1,0,0,0,0,0,0,0,0
KOK,46,1,0,1999,.2590909,.24404761,.26100177,FIN,Lipponen II,0,1,0,7.1597778,7.2,5,16,National Coalition Party,67,15,23,5.1506567,0,0,.20454545,.33333334,.23232323,0,0,0,0,1,0,0,0,0,0,0,0,0
KESK,48,0,0,1999,.28636363,.28690475,.27781007,FIN,Lipponen II,0,0,0,5.8053333,5.2,0,16,Centre Party,67,15,24,5.1506567,0,0,.25,0,.24242425,0,0,0,0,1,0,0,0,0,0,0,0,0
VIHR,11,1,0,1999,.040909089,.04404762,.040465001,FIN,Lipponen II,0,1,0,3.7008333,,1,16,Green League,67,15,5.5,5.1506567,0,0,.06818182,.06666667,.055555556,0,0,0,0,1,0,0,0,0,0,0,0,0
RKP-SFP,11,1,0,1999,.040909089,.04404762,.040530469,FIN,Lipponen II,0,1,0,6.3257778,6.1,2,16,Swedish Peoples Party,67,15,5.5,5.1506567,0,0,.06818182,.13333334,.055555556,0,0,0,0,1,0,0,0,0,0,0,0,0
SSDP,51,1,1,1999,.28636363,.28690475,.29495123,FIN,Lipponen II,0,1,1,3.4931111,3,6,16,Social Democratic Party of Finland,67,15,25.5,5.1506567,0,0,.25,.40000001,.25757575,0,0,0,0,1,0,0,0,0,0,0,0,0
KD,10,0,0,1999,.040909089,.04404762,.03979221,FIN,Lipponen II,0,0,0,7.2257778,6.8,0,16,Finnish Christian Union,67,15,5,5.1506567,0,0,.06818182,0,.05050505,0,0,0,0,1,0,0,0,0,0,0,0,0
SP-P,1,0,0,1999,.0045454549,.0059523811,.0043569449,FIN,Lipponen II,0,0,0,6.3916667,5.8,0,16,Finnish Party -- True Finns,67,15,.5,5.1506567,0,0,.022727273,0,.005050505,0,0,0,0,1,0,0,0,0,0,0,0,0
CDS-PP,14,0,0,2002,.18000001,.18333334,.1910609,PRT,Barroso,0,1,0,7.935,,2,18,People's Party,63,657,6.0869565,2.5742092,0,0,.2,.11111111,.060869563,0,0,0,0,0,0,0,0,0,0,0,1,0
PCP,10,0,0,2002,.14,.13333334,.1183365,PRT,Barroso,0,0,0,2.9222222,,0,18,Portuguese Communist Party,63,657,4.347826,2.5742092,0,0,.15000001,0,.043478262,0,0,0,0,0,0,0,0,0,0,0,1,0
PEV,2,0,0,2002,.02,.016666668,.017191613,PRT,Barroso,0,0,0,2.1710526,,0,18,Ecology Party -- Greens,63,657,.86956519,2.5742092,0,0,.050000001,0,.0086956518,0,0,0,0,0,0,0,0,0,0,0,1,0
PS,96,1,1,2002,.18000001,.18333334,.20414458,PRT,Barroso,0,0,0,4.0527778,,0,18,Socialist Party,63,657,41.739132,2.5742092,0,0,.2,0,.4173913,0,0,0,0,0,0,0,0,0,0,0,1,0
PSD,105,0,0,2002,.46000001,.46666667,.44477051,PRT,Barroso,0,1,1,6.1769444,,16,18,Social Democratic Party,63,657,45.652172,2.5742092,0,0,.34999999,.8888889,.45652175,0,0,0,0,0,0,0,0,0,0,0,1,0
BE,3,0,0,2002,.02,.016666668,.024495885,PRT,Barroso,0,0,0,1.95,,0,18,Bloc of the Left,63,657,1.3043479,2.5742092,0,0,.050000001,0,.013043478,0,0,0,0,0,0,0,0,0,0,0,1,0
CSV,22,1,1,1989,.33980581,.3595238,.36630407,LUX,Santer II,0,1,1,6.7105263,,9,17,Christian Social People's Party,7,526,36.666668,3.7735848,0,0,.30000001,.52941179,.36666667,0,0,0,0,0,0,0,0,1,0,0,0,0
GLEI,2,0,0,1989,.029126214,.026190476,.021090273,LUX,Santer II,0,0,0,,,0,17,Green Left Ecological Initiative,7,526,3.3333333,3.7735848,0,0,.06666667,0,.033333335,0,0,0,0,0,0,0,0,1,0,0,0,0
DP,11,0,0,1989,.28155339,.27619049,.27188185,LUX,Santer II,0,0,0,7.3684211,,0,17,Democratic Party,7,526,18.333334,3.7735848,0,0,.23333333,0,.18333334,0,0,0,0,0,0,0,0,1,0,0,0,0
KPL,1,0,0,1989,.009708738,.0095238099,.010964618,LUX,Santer II,0,0,0,,,0,17,Communist Party of Luxembourg,7,526,1.6666666,3.7735848,0,0,.033333335,0,.016666668,0,0,0,0,0,0,0,0,1,0,0,0,0
LSAP,18,1,0,1989,.28155339,.27619049,.27475324,LUX,Santer II,0,1,0,3.9473684,,8,17,Luxembourg Socialist Workers' Party,7,526,30,3.7735848,0,0,.23333333,.47058824,.30000001,0,0,0,0,0,0,0,0,1,0,0,0,0
GAP,2,0,0,1989,.029126214,.026190476,.020868627,LUX,Santer II,0,0,0,,,0,17,Green Alternative,7,526,3.3333333,3.7735848,0,0,.06666667,0,.033333335,0,0,0,0,0,0,0,0,1,0,0,0,0
ADR,4,0,0,1989,.029126214,.026190476,.034137301,LUX,Santer II,0,0,0,6.3157895,,0,17,Alternative Democratic Reform Party,7,526,6.6666665,3.7735848,0,0,.06666667,0,.06666667,0,0,0,0,0,0,0,0,1,0,0,0,0
SPA/SPIRIT,23,0,0,2003,.14159292,.1420635,.14758381,BEL,Verhofstadt II,0,1,0,3.3511111,,8,24,Socialist Party Different / Social Liberal Party,64,143,15.333333,7.0268583,0,1,.14444445,.33333334,.15333334,0,1,0,0,0,0,0,0,0,0,0,0,0
PSC,8,0,0,2003,.093805313,.093650796,.083382815,BEL,Verhofstadt II,0,0,0,5.5811111,6.3,0,24,Francophone Christian Social Party,64,143,5.3333335,7.0268583,0,1,.088888891,0,.053333335,0,1,0,0,0,0,0,0,0,0,0,0,0
FN,1,0,0,2003,.0088495584,.0083333328,.0097195441,BEL,Verhofstadt II,0,0,0,9.888889300000001,,0,24,National Front,64,143,.66666669,7.0268583,0,1,.011111111,0,.0066666668,0,1,0,0,0,0,0,0,0,0,0,0,0
PVV,25,1,1,2003,.16637169,.16666667,.16972354,BEL,Verhofstadt II,0,1,1,6.9802778,7.8,6,24,Party of Liberty and Progress,64,143,16.666666,7.0268583,0,1,.16666667,.25,.16666667,0,1,0,0,0,0,0,0,0,0,0,0,0
MR,24,1,0,2003,.15752213,.15793651,.15843391,BEL,Verhofstadt II,0,1,0,6.8216666,7.6,5,24,Reformist Movement,64,143,16,7.0268583,0,1,.15555556,.20833333,.16,0,1,0,0,0,0,0,0,0,0,0,0,0
PS,25,1,0,2003,.16637169,.16666667,.16918014,BEL,Verhofstadt II,0,1,0,3.1588889,2.5,5,24,Francophone Socialist Party,64,143,16.666666,7.0268583,0,1,.16666667,.20833333,.16666667,0,1,0,0,0,0,0,0,0,0,0,0,0
N-VA,1,0,0,2003,.0088495584,.0083333328,.0083762659,BEL,Verhofstadt II,0,0,0,6.4292222,6.8,0,24,New Flemish Alliance,64,143,.66666669,7.0268583,0,1,.011111111,0,.0066666668,0,1,0,0,0,0,0,0,0,0,0,0,0
CD&V,21,0,0,2003,.1238938,.12420635,.12524307,BEL,Verhofstadt II,0,0,0,5.7719444,5.8,0,24,Christian Democrats & Flemish,64,143,14,7.0268583,0,1,.12222222,0,.14,0,1,0,0,0,0,0,0,0,0,0,0,0
ECOLO,4,1,0,2003,.038938053,.038492061,.034309663,BEL,Verhofstadt II,0,0,0,2.9113333,4.5,0,24,Confederated ecologists for the organisation of original struggles,64,143,2.6666667,7.0268583,0,1,.044444446,0,.026666667,0,1,0,0,0,0,0,0,0,0,0,0,0
VB,18,0,0,2003,.093805313,.093650796,.094047219,BEL,Verhofstadt II,0,0,0,9.727222299999999,9.800000000000001,0,24,Flemish Block,64,143,12,7.0268583,0,1,.088888891,0,.12,0,1,0,0,0,0,0,0,0,0,0,0,0
SP,32,0,0,1987,.13686131,.13730159,.14175633,BEL,Martens VIII,0,1,0,3.3017778,2.9,5,26,Socialist Party,64,191,15.094339,7.1317043,0,1,.1509434,.1923077,.1509434,0,1,0,0,0,0,0,0,0,0,0,0,0
CVP,43,1,1,1987,.21624088,.22103174,.22014111,BEL,Martens VIII,0,1,1,5.7286666,5.8,6,26,Flemish Christian Peoples Party,64,191,20.283018,7.1317043,0,1,.2028302,.23076923,.2028302,0,1,0,0,0,0,0,0,0,0,0,0,0
AGL-GR,6,0,0,1987,.02919708,.026984127,.026223799,BEL,Martens VIII,0,0,0,2.8282222,4.5,0,26,Agalev -- Groen,64,191,2.8301888,7.1317043,0,1,.028301887,0,.028301887,0,1,0,0,0,0,0,0,0,0,0,0,0
VB,2,0,0,1987,.0082116788,.007539683,.0088038351,BEL,Martens VIII,0,0,0,9.727222299999999,9.800000000000001,0,26,Flemish Block,64,191,.94339621,7.1317043,0,1,.0094339624,0,.0094339624,0,1,0,0,0,0,0,0,0,0,0,0,0
FDF,3,0,0,1987,.012773723,.011507937,.012807283,BEL,Martens VIII,0,0,0,6.1259259,5.6,0,26,Francophone Democratic Front,64,191,1.4150944,7.1317043,0,1,.014150944,0,.014150944,0,1,0,0,0,0,0,0,0,0,0,0,0
VU,16,0,0,1987,.075729929,.072619051,.071916133,BEL,Martens VIII,0,1,0,6.4292222,6.8,3,26,People's Union,64,191,7.5471697,7.1317043,0,1,.075471699,.11538462,.075471699,0,1,0,0,0,0,0,0,0,0,0,0,0
PRL,23,1,0,1987,.10766423,.10714286,.10475884,BEL,Martens VIII,0,0,0,6.8551111,7.6,0,26,Liberal Reformist Party,64,191,10.849056,7.1317043,0,1,.10849056,0,.10849056,0,1,0,0,0,0,0,0,0,0,0,0,0
PVV,25,1,0,1987,.11587591,.11666667,.11539052,BEL,Martens VIII,0,0,0,6.9802778,7.8,0,26,Party of Liberty and Progress,64,191,11.792453,7.1317043,0,1,.11792453,0,.11792453,0,1,0,0,0,0,0,0,0,0,0,0,0
PSC,19,1,0,1987,.08576642,.08293651,.083090372,BEL,Martens VIII,0,1,0,5.5811111,6.3,4,26,Francophone Christian Social Party,64,191,8.9622641,7.1317043,0,1,.089622639,.15384616,.089622639,0,1,0,0,0,0,0,0,0,0,0,0,0
PS,40,0,0,1987,.19890511,.20476191,.20239609,BEL,Martens VIII,0,1,0,3.1588889,2.5,8,26,Francophone Socialist Party,64,191,18.867924,7.1317043,0,1,.18867925,.30769232,.18867925,0,1,0,0,0,0,0,0,0,0,0,0,0
ECOLO,3,0,0,1987,.012773723,.011507937,.012715666,BEL,Martens VIII,0,0,0,2.9113333,4.5,0,26,Confederated ecologists for the organisation of original struggles,64,191,1.4150944,7.1317043,0,1,.014150944,0,.014150944,0,1,0,0,0,0,0,0,0,0,0,0,0
CDU/CSU,239,1,1,2009,.5,.5,.49957505,DEU,Merkel II,0,1,1,6.1757778,6.7,11,17,Christian Democratic Union,54,93,31.189711,4.8344789,0,1,.40000001,.64705884,.38424438,0,0,1,0,0,0,0,0,0,0,0,0,0
FDP,93,0,0,2009,.16666667,.16666667,.16694164,DEU,Merkel II,0,1,0,5.8064444,5.1,6,17,Free Democratic Party,54,93,14.951769,4.8344789,0,1,.2,.35294119,.14951769,0,0,1,0,0,0,0,0,0,0,0,0,0
SPD,146,1,0,2009,.16666667,.16666667,.16694997,DEU,Merkel II,0,0,0,3.5988889,3.3,0,17,Social Democratic Party of Germany,54,93,23.47267,4.8344789,0,1,.2,0,.23472668,0,0,1,0,0,0,0,0,0,0,0,0,0
GRUE,68,0,0,2009,0,0,.036313035,DEU,Merkel II,0,0,0,2.8744444,2.8,0,17,Alliance 90 / Greens,54,93,10.932476,4.8344789,0,1,0,0,.10932476,0,0,1,0,0,0,0,0,0,0,0,0,0
LINKE,76,0,0,2009,.16666667,.16666667,.13022031,DEU,Merkel II,0,0,0,1.1830556,,0,17,The Left,54,93,12.21865,4.8344789,0,1,.2,0,.1221865,0,0,1,0,0,0,0,0,0,0,0,0,0
M,97,0,0,2006,.14814815,.17142858,.1777558,SWE,Reinfeldt I,0,1,1,7.7642222,7.7,11,22,Moderate Party,35,629,27.793695,4.1492419,0,0,.17391305,.5,.27793697,0,0,0,0,0,0,0,0,0,0,0,0,1
